S. No.,Student Name,Student Email id,First Login Date,Active Status,Gender,Institute Name,Institute City,Institute State,Grade,Volunteer
209,Harshini,harshini@gmail.com,18-01-2023,TRUE,Female,XYZ Public School,Bengaluru,Karnataka,Grade 6-8,FALSE
210,Ganga,ganga@gmail.com,19-11-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Bengaluru,Karnataka,Graduate,FALSE
211,Geethanjali,geethanjali@gmail.com,24-11-2022,TRUE,Female,XYZ School Of Commerce,Agra,Uttar Pradesh,Professional,TRUE
212,Gopika,gopika@gmail.com,16-01-2023,TRUE,Female,XYZ School Of Management Studies,Surat,Gujarat,Postgraduate,FALSE
213,Harika,harika@gmail.com,11-12-2022,FALSE,Female,XYZ Public School,Amritsar,Punjab,Grade 6-8,FALSE
214,Hasini,hasini@gmail.com,15-01-2023,FALSE,Female,XYZ Pu College,Allahabad,Uttar Pradesh,Grade 8-12,FALSE
215,Indu,indu@gmail.com,18-01-2023,FALSE,Female,XYZ Pu College,Noida,Uttar Pradesh,Grade 8-12,FALSE
216,Sankalp,sankalp@gmail.com,20-12-2022,FALSE,Male,XYZ Pu College,Kanpur,Uttar Pradesh,Grade 8-12,FALSE
217,Guru,guru@gmail.com,24-11-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Bengaluru,Karnataka,Graduate,TRUE
218,Prasad,prasad@gmail.com,28-12-2022,TRUE,Male,XYZ Public School,Pune,Maharashtra,Grade 6-8,TRUE
219,Kushal,kushal@gmail.com,07-01-2023,TRUE,Male,XYZ School Of Commerce,Bengaluru,Karnataka,Postgraduate,TRUE
220,Sailaja,sailaja@gmail.com,22-01-2023,TRUE,Female,XYZ Public School,Chennai,Tamil Nadu,Grade 6-8,TRUE
221,Lakshmi,lakshmi@gmail.com,14-12-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Mumbai,Maharashtra,Professional,FALSE
222,Rajesh,rajesh@gmail.com,11-12-2022,FALSE,Male,XYZ Public School,Pune,Maharashtra,Grade 6-8,FALSE
224,Sushmitha,sushmitha@gmail.com,26-11-2022,TRUE,Female,XYZ Public School,Kolkata,West Bengal,Grade 6-8,FALSE
225,Shruthi,shruthi@gmail.com,28-12-2022,TRUE,Female,XYZ Pu College,Pune,Maharashtra,Grade 8-12,FALSE
226,Renuka,renuka@gmail.com,10-01-2023,TRUE,Female,XYZ School Of Commerce,Thiruvanantapuram,Kerala,Graduate,FALSE
227,Kruthika,kruthika@gmail.com,15-01-2023,TRUE,Female,XYZ Public School,Bengaluru,Karnataka,Grade 6-8,FALSE
228,Vimal,vimal@gmail.com,24-11-2022,TRUE,Male,XYZ Pu College,Chennai,Tamil Nadu,Grade 8-12,FALSE
229,Ajay,ajay@gmail.com,08-12-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Thiruvanantapuram,Kerala,Graduate,FALSE
230,Akshay,akshay@gmail.com,24-11-2022,FALSE,Male,XYZ School Of Engineering,Hyderabad,Telangana,Postgraduate,FALSE
231,Anand,anand@gmail.com,26-11-2022,FALSE,Male,XYZ School Of Management Studies,Pune,Maharashtra,Professional,FALSE
232,Keerthana,keerthana@gmail.com,22-01-2023,TRUE,Female,XYZ School Of Commerce,Mumbai,Maharashtra,Professional,TRUE
233,Anjali,anjali@gmail.com,11-12-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Kolkata,West Bengal,Graduate,TRUE
234,Mahesh,mahesh@gmail.com,19-11-2022,TRUE,Male,XYZ School Of Engineering,Delhi,Delhi,Postgraduate,TRUE
235,Alekhya,alekhya@gmail.com,15-01-2023,TRUE,Female,XYZ Pu College,Surat,Gujarat,Grade 8-12,TRUE
236,Nishitha,nishitha@gmail.com,10-01-2023,TRUE,Female,XYZ Public School,Thiruvanantapuram,Kerala,Grade 6-8,FALSE
237,Manoj,manoj@gmail.com,29-11-2022,TRUE,Male,XYZ School Of Management Studies,Bengaluru,Karnataka,Graduate,FALSE
238,Abhinandan,abhi@gmail.com,14-12-2022,TRUE,Male,XYZ School Of Commerce,Lucknow,Uttar Pradesh,Postgraduate,FALSE
239,Abhishek,abhishek@gmail.com,16-01-2023,TRUE,Male,XYZ School Of Dental And Medical Science,Kanpur,Uttar Pradesh,Professional,FALSE
240,Sheela,sheela@gmail.com,14-11-2022,TRUE,Female,XYZ Public School,Noida,Uttar Pradesh,Grade 6-8,FALSE
241,Geetha,geetha@gmail.com,29-11-2022,FALSE,Female,XYZ Pu College,Jaipur,Rajasthan,Grade 8-12,FALSE
242,Bharat,bharat@gmail.com,24-11-2022,FALSE,Male,XYZ School Of Architecture,Bengaluru,Karnataka,Graduate,FALSE
243,Vishnu,vishnu@gmail.com,15-01-2023,TRUE,Male,XYZ School Of Applied Sciences And Research,Mumbai,Maharashtra,Graduate,TRUE
244,Sumanth,sumanth@gmail.com,24-11-2022,TRUE,Male,XYZ School Of Management Studies,Delhi,Delhi,Professional,FALSE
245,Suraj,suraj@gmail.com,19-11-2022,FALSE,Male,XYZ School Of Commerce,Noida,Uttar Pradesh,Professional,FALSE
246,Nithin,nithin@gmail.com,10-01-2023,TRUE,Male,XYZ Public School,Kolkata,West Bengal,Grade 6-8,FALSE
247,Padma,padma@gmail.com,13-01-2023,TRUE,Female,XYZ Pu College,Lucknow,Uttar Pradesh,Grade 8-12,FALSE
248,Sita,sita@gmail.com,29-11-2022,TRUE,Female,XYZ School Of Architecture,Chennai,Tamil Nadu,Postgraduate,FALSE
249,Krishna,krishna@gmail.com,07-01-2023,TRUE,Male,XYZ School Of Law,Hyderabad,Telangana,Professional,FALSE
250,Parvathi,parvathi@gmail.com,16-01-2023,TRUE,Female,XYZ School Of Dental And Medical Science,Bengaluru,Karnataka,Graduate,FALSE
251,Ved Pramsu,vpramsu@gmail.com,14-12-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Kanpur,Uttar Pradesh,Graduate,FALSE
252,Kripal Mehul,kmehul@gmail.com,15-12-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Tirunelveli,Tamil Nadu,Graduate,FALSE
253,Jihan Purumitra Semerkant,jpurumitra@gmail.com,15-11-2022,FALSE,Male,XYZ School Of Architecture,Mumbai,Maharashtra,Graduate,FALSE
254,Vipul Varati,vvarati@gmail.com,13-01-2023,TRUE,Male,XYZ School Of Law,Bhilai Nagar,Chhattisgarh,Graduate,TRUE
255,Gopan Pullela,gpullela@gmail.com,24-01-2023,TRUE,Male,XYZ School Of Dental And Medical Science,Rae Bareli,Uttar Pradesh,Postgraduate,FALSE
256,Atre Omkar,aomkar@gmail.com,25-11-2022,TRUE,Male,XYZ School Of Engineering,Vellore,Tamil Nadu,Graduate,TRUE
257,Ratnabali Meyappan,rmeyappan@gmail.com,18-12-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Vellore,Tamil Nadu,Postgraduate,TRUE
258,Hafiza Vajipeyajula,hvajipeyajula@gmail.com,09-01-2023,TRUE,Female,XYZ School Of Commerce,Coimbatore,Tamil Nadu,Graduate,TRUE
259,Anbuchelvan Musunur,amusunur@gmail.com,06-11-2022,FALSE,Male,XYZ Public School,Aligarh,Uttar Pradesh,Grade 6-8,FALSE
260,Rituparan Ubriani,rubriani@gmail.com,19-11-2022,FALSE,Male,XYZ School Of Law,Bhopal,Madhya Pradesh,Professional,TRUE
261,Chanchal Haryadi,charyadi@gmail.com,25-01-2023,TRUE,Male,XYZ School Of Dental And Medical Science,Allahabad,Uttar Pradesh,Graduate,TRUE
262,Geeti Saurin,gsaurin@gmail.com,23-12-2022,FALSE,Female,XYZ School Of Engineering,Rae Bareli,Uttar Pradesh,Postgraduate,FALSE
263,Bhagyalakshmi Jetashri Neelakantachar,bjetashri@gmail.com,26-11-2022,TRUE,Female,XYZ School Of Management Studies,Balaghat,Madhya Pradesh,Professional,TRUE
264,Tapti Rewari,trewari@gmail.com,30-12-2022,FALSE,Female,XYZ School Of Law,Ahmedabad,Gujarat,Graduate,TRUE
265,Mitul Trigun Ganguly,mtrigun@gmail.com,04-01-2023,TRUE,Male,XYZ School Of Law,New Delhi,Delhi,Professional,TRUE
266,Madhukanta Khanderia,mkhanderia@gmail.com,01-01-2023,FALSE,Male,XYZ School Of Engineering,Ahmedabad,Gujarat,Professional,TRUE
267,Serena Pasapuleti,spasapuleti@gmail.com,30-01-2023,TRUE,Female,XYZ School Of Law,Lucknow,Uttar Pradesh,Professional,TRUE
268,Atre Omkar,aomkar@gmail.com,30-12-2022,FALSE,Male,XYZ School Of Dental And Medical Science,New Delhi,Delhi,Graduate,TRUE
269,Aboil Bhatti,abhatti@gmail.com,14-12-2022,TRUE,Female,XYZ School Of Management Studies,Rae Bareli,Uttar Pradesh,Professional,TRUE
270,Sukhdev Garlanka,sgarlanka@gmail.com,19-01-2023,TRUE,Male,XYZ School Of Dental And Medical Science,Bhopal,Madhya Pradesh,Postgraduate,TRUE
271,Nikhilesh Probal,nprobal@gmail.com,15-11-2022,TRUE,Male,XYZ School Of Law,Balaghat,Madhya Pradesh,Graduate,TRUE
272,Aslesha Yamini,ayamini@gmail.com,27-11-2022,TRUE,Female,XYZ Public School,Jaipur,Rajasthan,Grade 6-8,TRUE
273,Eshwar Sinduvalli,esinduvalli@gmail.com,11-12-2022,TRUE,Male,XYZ School Of Management Studies,Jamnagar,Gujarat,Postgraduate,FALSE
274,Changuna Gutala,cgutala@gmail.com,06-01-2023,TRUE,Female,XYZ School Of Applied Sciences And Research,Agra,Uttar Pradesh,Postgraduate,TRUE
275,Ramakanta Veera Naidoo,rveera@gmail.com,24-12-2022,TRUE,Male,XYZ School Of Law,Bhubaneswar,Odisha,Graduate,TRUE
276,Vasuman Mageshkumar,vmageshkumar@gmail.com,21-12-2022,TRUE,Male,XYZ Pu College,Vadodara,Gujarat,Graduate,TRUE
277,Sanwari Prashun,sprashun@gmail.com,02-12-2022,TRUE,Female,XYZ School Of Management Studies,Tirunelveli,Tamil Nadu,Postgraduate,TRUE
278,Sita Krishnamma,skrishnamma@gmail.com,25-11-2022,FALSE,Female,XYZ School Of Engineering,Allahabad,Uttar Pradesh,Graduate,TRUE
279,Smarajit Prasenjit,sprasenjit@gmail.com,11-11-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Bhilai Nagar,Chhattisgarh,Graduate,TRUE
280,Gayatri Sreekanthan,gsreekanthan@gmail.com,01-12-2022,TRUE,Female,XYZ School Of Architecture,Tirunelveli,Tamil Nadu,Graduate,TRUE
281,Punarnava Randeep,prandeep@gmail.com,25-01-2023,TRUE,Female,XYZ School Of Law,Bharatpur,Rajasthan,Graduate,TRUE
282,Sashi Chippada,schippada@gmail.com,29-11-2022,FALSE,Female,XYZ School Of Engineering,Madurai,Tamil Nadu,Professional,TRUE
283,Tusharsuvra Kanvar Kaisth,tkanvar@gmail.com,27-01-2023,TRUE,Male,XYZ School Of Management Studies,New Delhi,Delhi,Professional,TRUE
284,Pramada Vuppula,pvuppula@gmail.com,25-11-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Ajmer,Rajasthan,Graduate,FALSE
285,Sushrut Milan,smilan@gmail.com,06-11-2022,FALSE,Male,XYZ School Of Law,Meerut,Uttar Pradesh,Professional,TRUE
286,Manjusri Privrata,mprivrata@gmail.com,01-01-2023,TRUE,Female,XYZ Public School,Nashik,Maharashtra,Grade 8-12,TRUE
287,Sushrut Milan,smilan@gmail.com,05-01-2023,FALSE,Male,XYZ School Of Law,Sambalpur,Odisha,Professional,TRUE
288,Eshwar Sinduvalli,esinduvalli@gmail.com,24-11-2022,FALSE,Male,XYZ Public School,Agra,Uttar Pradesh,Grade 8-12,TRUE
289,Ishwar Somendra,isomendra@gmail.com,14-11-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Dhenkanal,Odisha,Postgraduate,TRUE
290,Basudha Poola,bpoola@gmail.com,13-12-2022,FALSE,Male,XYZ School Of Lifeskills,Kanpur,Uttar Pradesh,Graduate,TRUE
291,Madhusudan Ramchander,mramchander@gmail.com,14-01-2023,TRUE,Male,XYZ School Of Dental And Medical Science,Vellore,Tamil Nadu,Postgraduate,TRUE
292,Jaishree Rabinder,jrabinder@gmail.com,03-01-2023,TRUE,Female,XYZ School Of Architecture,Nagpur,Maharashtra,Graduate,TRUE
293,Bankebihari Monica,bmonica@gmail.com,25-11-2022,TRUE,Male,XYZ Pu College,Thiruvananthapuram,Kerala,Graduate,TRUE
294,Deviprasad Pavithran,dpavithran@gmail.com,20-12-2022,TRUE,Male,XYZ School Of Architecture,Wardha,Maharashtra,Graduate,TRUE
295,Hafiza Vajipeyajula,hvajipeyajula@gmail.com,14-11-2022,TRUE,Female,XYZ School Of Management Studies,Agra,Uttar Pradesh,Professional,FALSE
296,Upamanyu Subbarayudu,usubbarayudu@gmail.com,02-01-2023,FALSE,Male,XYZ School Of Dental And Medical Science,Lucknow,Uttar Pradesh,Graduate,FALSE
297,Tanima Nitya Shamir,tnitya@gmail.com,01-01-2023,FALSE,Female,XYZ School Of Law,Pune,Maharashtra,Professional,TRUE
298,Nutan Lahan,nlahan@gmail.com,14-01-2023,TRUE,Female,XYZ School Of Dental And Medical Science,Allahabad,Uttar Pradesh,Postgraduate,TRUE
299,Hirkani Konkipudi,hkonkipudi@gmail.com,19-11-2022,FALSE,Female,XYZ School Of Engineering,Bhubaneswar,Odisha,Graduate,FALSE
300,Tusharsuvra Kanvar Kaisth,tkanvar@gmail.com,18-12-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Balaghat,Madhya Pradesh,Graduate,TRUE
301,Namrata Marichi Neel,nmarichi@gmail.com,02-12-2022,TRUE,Female,XYZ School Of Law,Varanasi,Uttar Pradesh,Professional,TRUE
302,Shyamal Agarwal,sagarwal@gmail.com,15-01-2023,FALSE,Male,XYZ School Of Engineering,Ajmer,Rajasthan,Postgraduate,FALSE
303,Akshit Mallya,amallya@gmail.com,17-01-2023,TRUE,Male,XYZ School Of Dental And Medical Science,Jodhpur,Rajasthan,Postgraduate,TRUE
304,Thumri Surina Viswanathan,tsurina@gmail.com,26-12-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Kanpur,Uttar Pradesh,Postgraduate,FALSE
305,Suranjana Gala,sgala@gmail.com,29-11-2022,TRUE,Female,XYZ School Of Law,Bharatpur,Rajasthan,Graduate,TRUE
306,Tripuri Parthasarathy,tparthasarathy@gmail.com,22-12-2022,TRUE,Female,XYZ School Of Lifeskills,Bhubaneswar,Odisha,Graduate,FALSE
307,Trupti Sashti,tsashti@gmail.com,29-12-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Raipur,Chhattisgarh,Postgraduate,TRUE
308,Serena Pasapuleti,spasapuleti@gmail.com,17-12-2022,TRUE,Female,XYZ Public School,Coimbatore,Tamil Nadu,Grade 6-8,FALSE
309,Bhairav Kodumudi,bkodumudi@gmail.com,12-12-2022,TRUE,Male,XYZ School Of Law,Dhenkanal,Odisha,Graduate,TRUE
310,Vinay Poola,vpoola@gmail.com,07-11-2022,TRUE,Male,XYZ Pu College,Coimbatore,Tamil Nadu,Graduate,FALSE
311,Khushal Srijata,ksrijata@gmail.com,26-12-2022,TRUE,Male,XYZ Pu College,Aligarh,Uttar Pradesh,Graduate,FALSE
312,Ibhanan Chandrasekaran,ichandrasekaran@gmail.com,30-12-2022,TRUE,Male,XYZ School Of Dental And Medical Science,New Delhi,Delhi,Postgraduate,FALSE
313,Binata Satyavati,bsatyavati@gmail.com,17-12-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Bhilai Nagar,Chhattisgarh,Postgraduate,TRUE
314,Suryabhan Makhija,smakhija@gmail.com,01-11-2022,FALSE,Male,XYZ School Of Management Studies,Porbandar,Gujarat,Professional,FALSE
315,Ashima Sangodkar,asangodkar@gmail.com,29-12-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Mumbai,Maharashtra,Graduate,TRUE
316,Suryakanta Revathi,srevathi@gmail.com,30-01-2023,TRUE,Male,XYZ Pu College,Bikaner,Rajasthan,Graduate,TRUE
317,Suniti Dosanjh,sdosanjh@gmail.com,08-11-2022,FALSE,Female,XYZ School Of Engineering,Wardha,Maharashtra,Postgraduate,TRUE
318,Dulari Pushkar,dpushkar@gmail.com,15-12-2022,FALSE,Female,XYZ School Of Management Studies,Bikaner,Rajasthan,Professional,TRUE
319,Mausumi Raghunandan,mraghunandan@gmail.com,10-12-2022,TRUE,Female,XYZ School Of Management Studies,Nagpur,Maharashtra,Professional,TRUE
320,Dulari Pushkar,dpushkar@gmail.com,07-12-2022,FALSE,Female,XYZ Public School,Indore,Madhya Pradesh,Grade 6-8,TRUE
321,Dharmesh Sathasivam,dsathasivam@gmail.com,05-11-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Jabalpur,Madhya Pradesh,Graduate,TRUE
322,Rekha Sahni,rsahni@gmail.com,26-12-2022,TRUE,Female,XYZ School Of Management Studies,Gwalior,Madhya Pradesh,Professional,TRUE
323,Husna Chittibabu,hchittibabu@gmail.com,13-11-2022,FALSE,Female,XYZ School Of Commerce,Ahmednagar,Maharashtra,Graduate,FALSE
324,Tapti Rewari,trewari@gmail.com,13-12-2022,FALSE,Female,XYZ School Of Law,Cuttack,Odisha,Graduate,TRUE
325,Ekanga Jagder,ejagder@gmail.com,24-11-2022,TRUE,Male,XYZ School Of Law,Agra,Uttar Pradesh,Professional,FALSE
326,Gangesh Thommana,gthommana@gmail.com,17-01-2023,FALSE,Male,XYZ School Of Management Studies,Indore,Madhya Pradesh,Professional,TRUE
327,Aftab Mitul,amitul@gmail.com,30-12-2022,TRUE,Male,XYZ School Of Law,Kanpur,Uttar Pradesh,Graduate,TRUE
328,Vedavrata Kirmani,vkirmani@gmail.com,11-01-2023,TRUE,Male,XYZ School Of Lifeskills,Bikaner,Rajasthan,Graduate,TRUE
329,Shaili Pankajakshan,spankajakshan@gmail.com,25-12-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Aligarh,Uttar Pradesh,Graduate,TRUE
330,Syamantak Santanu,ssantanu@gmail.com,08-12-2022,TRUE,Male,XYZ School Of Engineering,Pune,Maharashtra,Graduate,TRUE
331,Jugnu Ramprakesh,jramprakesh@gmail.com,26-12-2022,TRUE,Male,XYZ School Of Management Studies,Nashik,Maharashtra,Postgraduate,TRUE
332,Maheepati Shailesh,mshailesh@gmail.com,08-01-2023,TRUE,Male,XYZ School Of Dental And Medical Science,Thiruvananthapuram,Kerala,Graduate,TRUE
333,Vidyut Tejeshwar Ranhotra,vtejeshwar@gmail.com,10-12-2022,TRUE,Male,XYZ School Of Engineering,Balaghat,Madhya Pradesh,Postgraduate,TRUE
334,Tarit Manjunath,tmanjunath@gmail.com,24-12-2022,TRUE,Male,XYZ School Of Law,Dhenkanal,Odisha,Graduate,TRUE
335,Mamata Esha Vajpeyi,mesha@gmail.com,02-01-2023,FALSE,Female,XYZ School Of Commerce,Delhi,Delhi,Graduate,FALSE
336,Toshan Raven,traven@gmail.com,04-12-2022,FALSE,Male,XYZ Public School,Rae Bareli,Uttar Pradesh,Grade 6-8,TRUE
337,Anamika Raychaudhari,araychaudhari@gmail.com,15-11-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Ahmedabad,Gujarat,Graduate,TRUE
338,Medini Pals,mpals@gmail.com,14-11-2022,FALSE,Female,XYZ Pu College,Allahabad,Uttar Pradesh,Graduate,FALSE
339,Simrit Jinturkar,sjinturkar@gmail.com,18-01-2023,FALSE,Female,XYZ Public School,Chennai,Tamil Nadu,Grade 8-12,TRUE
340,Lalitamohana Virani,lvirani@gmail.com,02-12-2022,TRUE,Female,XYZ School Of Engineering,Indore,Madhya Pradesh,Professional,FALSE
341,Induja Thyagaraju,ithyagaraju@gmail.com,20-12-2022,TRUE,Female,XYZ School Of Engineering,Jodhpur,Rajasthan,Graduate,FALSE
342,Arivalagan Pennathur,apennathur@gmail.com,28-11-2022,TRUE,Male,XYZ School Of Engineering,Bilaspur,Chhattisgarh,Postgraduate,TRUE
343,Chanchal Haryadi,charyadi@gmail.com,17-11-2022,TRUE,Male,XYZ School Of Engineering,Porbandar,Gujarat,Postgraduate,FALSE
344,Aftab Mitul,amitul@gmail.com,28-01-2023,TRUE,Male,XYZ School Of Applied Sciences And Research,Indore,Madhya Pradesh,Postgraduate,TRUE
345,Shashwat Mitra,smitra@gmail.com,12-12-2022,TRUE,Male,XYZ School Of Engineering,Nagpur,Maharashtra,Postgraduate,TRUE
346,Ramkumar Luthra,rluthra@gmail.com,05-01-2023,FALSE,Male,XYZ School Of Law,Rae Bareli,Uttar Pradesh,Professional,TRUE
347,Marut Nashier,mnashier@gmail.com,04-01-2023,FALSE,Male,XYZ Public School,Nashik,Maharashtra,Grade 8-12,TRUE
348,Idris Saibal,isaibal@gmail.com,11-01-2023,TRUE,Male,XYZ School Of Engineering,Bilaspur,Chhattisgarh,Postgraduate,FALSE
349,Anamika Raychaudhari,araychaudhari@gmail.com,09-11-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Jaipur,Rajasthan,Postgraduate,TRUE
350,Ripudaman Sourajyoti,rsourajyoti@gmail.com,11-01-2023,FALSE,Male,XYZ School Of Dental And Medical Science,Indore,Madhya Pradesh,Graduate,TRUE
351,Tehzeeb Thangavadivelu,tthangavadivelu@gmail.com,16-11-2022,TRUE,Female,XYZ School Of Management Studies,Meerut,Uttar Pradesh,Professional,TRUE
352,Safia Dua,sdua@gmail.com,06-11-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Delhi,Delhi,Graduate,TRUE
353,Pavana Nilima,pnilima@gmail.com,22-11-2022,TRUE,Female,XYZ Pu College,Allahabad,Uttar Pradesh,Graduate,FALSE
354,Marisa Swetha,mswetha@gmail.com,07-12-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Kochi,Kerala,Postgraduate,TRUE
355,Taj Dharanidhar Murli,tdharanidhar@gmail.com,22-01-2023,FALSE,Male,XYZ School Of Commerce,Balaghat,Madhya Pradesh,Graduate,TRUE
356,Nikhilesh Probal,nprobal@gmail.com,13-11-2022,TRUE,Male,XYZ School Of Commerce,Ajmer,Rajasthan,Graduate,TRUE
357,Veera Gurudutt,vgurudutt@gmail.com,18-11-2022,FALSE,Male,XYZ School Of Management Studies,Lucknow,Uttar Pradesh,Professional,TRUE
358,Manjusri Privrata,mprivrata@gmail.com,12-01-2023,TRUE,Female,XYZ School Of Dental And Medical Science,Vellore,Tamil Nadu,Postgraduate,TRUE
359,Mahabahu Ramanand,mramanand@gmail.com,25-11-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Jaipur,Rajasthan,Postgraduate,TRUE
360,Chandrika Bhanghoo,cbhanghoo@gmail.com,25-12-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Ajmer,Rajasthan,Graduate,TRUE
361,Kush Keyush,kkeyush@gmail.com,21-12-2022,FALSE,Male,XYZ Public School,Belagavi,Karnataka,Grade 6-8,TRUE
362,Kanaka Tirumalai,ktirumalai@gmail.com,26-01-2023,TRUE,Female,XYZ School Of Management Studies,Moradabad,Uttar Pradesh,Professional,TRUE
363,Kusumanjali Sashi Manchanda,ksashi@gmail.com,25-12-2022,TRUE,Female,XYZ Public School,Allahabad,Uttar Pradesh,Grade 6-8,FALSE
364,Panchanan Harsha Kaikini,pharsha@gmail.com,05-12-2022,TRUE,Male,XYZ School Of Management Studies,Delhi,Delhi,Postgraduate,TRUE
365,Kanad Kodandarami,kkodandarami@gmail.com,21-01-2023,FALSE,Male,XYZ School Of Management Studies,Bhubaneswar,Odisha,Professional,TRUE
366,Ramkumar Luthra,rluthra@gmail.com,07-11-2022,FALSE,Male,XYZ School Of Law,Allahabad,Uttar Pradesh,Graduate,TRUE
367,Neeta Madhana,nmadhana@gmail.com,12-11-2022,TRUE,Female,XYZ School Of Management Studies,Cuttack,Odisha,Professional,TRUE
368,Dharma Suthar,dsuthar@gmail.com,16-12-2022,TRUE,Male,XYZ School Of Engineering,Ahmednagar,Maharashtra,Postgraduate,TRUE
369,Samhita Chhachhi,schhachhi@gmail.com,23-12-2022,TRUE,Female,XYZ School Of Engineering,Aligarh,Uttar Pradesh,Professional,TRUE
370,Shejali Ragha,sragha@gmail.com,02-01-2023,FALSE,Female,XYZ Public School,Madurai,Tamil Nadu,Grade 8-12,TRUE
371,Mrinalini Ghosal,mghosal@gmail.com,09-12-2022,TRUE,Female,XYZ Public School,Thiruvananthapuram,Kerala,Grade 6-8,TRUE
372,Satyarupa Irani,sirani@gmail.com,12-11-2022,TRUE,Female,XYZ School Of Engineering,Ahmedabad,Gujarat,Graduate,TRUE
373,Rajnandhini Raven,rraven@gmail.com,30-11-2022,TRUE,Female,XYZ School Of Engineering,Mumbai,Maharashtra,Professional,FALSE
374,Fateh Vajpeyi,fvajpeyi@gmail.com,21-12-2022,TRUE,Male,XYZ School Of Engineering,Bilaspur,Chhattisgarh,Postgraduate,FALSE
375,Shrish Venu,svenu@gmail.com,20-01-2023,FALSE,Male,XYZ School Of Architecture,Ajmer,Rajasthan,Graduate,TRUE
376,Shikha Sajan,ssajan@gmail.com,18-12-2022,TRUE,Male,XYZ Pu College,Tirunelveli,Tamil Nadu,Graduate,FALSE
377,Shreemayi Shameena Prassana,sshameena@gmail.com,18-01-2023,TRUE,Female,XYZ School Of Engineering,Pune,Maharashtra,Postgraduate,TRUE
378,Madhukanta Khanderia,mkhanderia@gmail.com,06-11-2022,FALSE,Male,XYZ School Of Management Studies,Bharatpur,Rajasthan,Postgraduate,TRUE
379,Deepa Nivedita,dnivedita@gmail.com,19-11-2022,TRUE,Female,XYZ Public School,Bengaluru,Karnataka,Grade 8-12,FALSE
380,Nishesh Seri,nseri@gmail.com,25-01-2023,TRUE,Male,XYZ School Of Management Studies,Meerut,Uttar Pradesh,Professional,FALSE
381,Anamika Raychaudhari,araychaudhari@gmail.com,20-01-2023,FALSE,Female,XYZ School Of Applied Sciences And Research,Chennai,Tamil Nadu,Graduate,TRUE
382,Gomati Malavika,gmalavika@gmail.com,25-12-2022,TRUE,Female,XYZ Public School,Bhilai Nagar,Chhattisgarh,Grade 8-12,TRUE
383,Ashok Shandar Vattikota,ashandar@gmail.com,19-11-2022,TRUE,Male,XYZ School Of Lifeskills,Bengaluru,Karnataka,Graduate,FALSE
384,Jyotika Shomik,jshomik@gmail.com,08-01-2023,FALSE,Female,XYZ School Of Management Studies,Bilaspur,Chhattisgarh,Professional,TRUE
385,Punarnava Randeep,prandeep@gmail.com,16-01-2023,TRUE,Female,XYZ School Of Management Studies,Agra,Uttar Pradesh,Professional,TRUE
